stdio    D         file_stdio.c:105  file_stdio_fopen                 [   0.00000] opening J:\Sudoku\Debug\allegro5.cfg r
display  D   display_settings.c:212  debug_display_settings           [   0.19851] color: 32 (rgba 8880), depth: 16, stencil: 0, acc: 0000, samples: 8/1
display  D   display_settings.c:398  _al_score_display_settings       [   0.19854] Single Buffer requirement not met.
display  D   display_settings.c:212  debug_display_settings           [   0.19857] color: 16 (rgba 5650), depth: 0, stencil: 0, acc: 0000, samples: 0/0
display  D   display_settings.c:398  _al_score_display_settings       [   0.19860] Single Buffer requirement not met.
display  D   display_settings.c:212  debug_display_settings           [   0.19862] color: 16 (rgba 5650), depth: 0, stencil: 0, acc: 0000, samples: 0/0
display  D   display_settings.c:398  _al_score_display_settings       [   0.19865] Single Buffer requirement not met.
display  D   display_settings.c:212  debug_display_settings           [   0.19868] color: 16 (rgba 5650), depth: 0, stencil: 0, acc: 0000, samples: 2/1
display  D   display_settings.c:398  _al_score_display_settings       [   0.19871] Single Buffer requirement not met.
display  D   display_settings.c:212  debug_display_settings           [   0.19873] color: 16 (rgba 5650), depth: 0, stencil: 0, acc: 0000, samples: 3/1
display  D   display_settings.c:398  _al_score_display_settings       [   0.19877] Single Buffer requirement not met.
display  D   display_settings.c:212  debug_display_settings           [   0.19879] color: 16 (rgba 5650), depth: 0, stencil: 0, acc: 0000, samples: 4/1
display  D   display_settings.c:398  _al_score_display_settings       [   0.19883] Single Buffer requirement not met.
display  D   display_settings.c:212  debug_display_settings           [   0.19885] color: 16 (rgba 5650), depth: 0, stencil: 0, acc: 0000, samples: 5/1
display  D   display_settings.c:398  _al_score_display_settings       [   0.19888] Single Buffer requirement not met.
display  D   display_settings.c:212  debug_display_settings           [   0.19891] color: 16 (rgba 5650), depth: 0, stencil: 0, acc: 0000, samples: 6/1
display  D   display_settings.c:398  _al_score_display_settings       [   0.19894] Single Buffer requirement not met.
display  D   display_settings.c:212  debug_display_settings           [   0.19896] color: 16 (rgba 5650), depth: 0, stencil: 0, acc: 0000, samples: 7/1
display  D   display_settings.c:398  _al_score_display_settings       [   0.19899] Single Buffer requirement not met.
display  D   display_settings.c:212  debug_display_settings           [   0.19902] color: 16 (rgba 5650), depth: 0, stencil: 0, acc: 0000, samples: 8/1
display  D   display_settings.c:398  _al_score_display_settings       [   0.19905] Single Buffer requirement not met.
display  D   display_settings.c:212  debug_display_settings           [   0.19907] color: 16 (rgba 5650), depth: 24, stencil: 8, acc: 0000, samples: 0/0
display  D   display_settings.c:398  _al_score_display_settings       [   0.19910] Single Buffer requirement not met.
display  D   display_settings.c:212  debug_display_settings           [   0.19913] color: 16 (rgba 5650), depth: 24, stencil: 8, acc: 0000, samples: 0/0
display  D   display_settings.c:398  _al_score_display_settings       [   0.19916] Single Buffer requirement not met.
display  D   display_settings.c:212  debug_display_settings           [   0.19918] color: 16 (rgba 5650), depth: 24, stencil: 8, acc: 0000, samples: 2/1
display  D   display_settings.c:398  _al_score_display_settings       [   0.19921] Single Buffer requirement not met.
display  D   display_settings.c:212  debug_display_settings           [   0.19924] color: 16 (rgba 5650), depth: 24, stencil: 8, acc: 0000, samples: 3/1
display  D   display_settings.c:398  _al_score_display_settings       [   0.19927] Single Buffer requirement not met.
display  D   display_settings.c:212  debug_display_settings           [   0.19929] color: 16 (rgba 5650), depth: 24, stencil: 8, acc: 0000, samples: 4/1
display  D   display_settings.c:398  _al_score_display_settings       [   0.19932] Single Buffer requirement not met.
display  D   display_settings.c:212  debug_display_settings           [   0.19934] color: 16 (rgba 5650), depth: 24, stencil: 8, acc: 0000, samples: 5/1
display  D   display_settings.c:398  _al_score_display_settings       [   0.19938] Single Buffer requirement not met.
display  D   display_settings.c:212  debug_display_settings           [   0.19940] color: 16 (rgba 5650), depth: 24, stencil: 8, acc: 0000, samples: 6/1
display  D   display_settings.c:398  _al_score_display_settings       [   0.19943] Single Buffer requirement not met.
display  D   display_settings.c:212  debug_display_settings           [   0.19945] color: 16 (rgba 5650), depth: 24, stencil: 8, acc: 0000, samples: 7/1
display  D   display_settings.c:398  _al_score_display_settings       [   0.19948] Single Buffer requirement not met.
display  D   display_settings.c:212  debug_display_settings           [   0.19951] color: 16 (rgba 5650), depth: 24, stencil: 8, acc: 0000, samples: 8/1
display  D   display_settings.c:398  _al_score_display_settings       [   0.19954] Single Buffer requirement not met.
display  D   display_settings.c:212  debug_display_settings           [   0.19956] color: 16 (rgba 5650), depth: 24, stencil: 0, acc: 0000, samples: 0/0
display  D   display_settings.c:398  _al_score_display_settings       [   0.19960] Single Buffer requirement not met.
display  D   display_settings.c:212  debug_display_settings           [   0.19962] color: 16 (rgba 5650), depth: 24, stencil: 0, acc: 0000, samples: 0/0
display  D   display_settings.c:398  _al_score_display_settings       [   0.19965] Single Buffer requirement not met.
display  D   display_settings.c:212  debug_display_settings           [   0.19968] color: 16 (rgba 5650), depth: 24, stencil: 0, acc: 0000, samples: 2/1
display  D   display_settings.c:398  _al_score_display_settings       [   0.19971] Single Buffer requirement not met.
display  D   display_settings.c:212  debug_display_settings           [   0.19973] color: 16 (rgba 5650), depth: 24, stencil: 0, acc: 0000, samples: 3/1
display  D   display_settings.c:398  _al_score_display_settings       [   0.19976] Single Buffer requirement not met.
display  D   display_settings.c:212  debug_display_settings           [   0.19978] color: 16 (rgba 5650), depth: 24, stencil: 0, acc: 0000, samples: 4/1
display  D   display_settings.c:398  _al_score_display_settings       [   0.19982] Single Buffer requirement not met.
display  D   display_settings.c:212  debug_display_settings           [   0.19984] color: 16 (rgba 5650), depth: 24, stencil: 0, acc: 0000, samples: 5/1
display  D   display_settings.c:398  _al_score_display_settings       [   0.19987] Single Buffer requirement not met.
display  D   display_settings.c:212  debug_display_settings           [   0.19989] color: 16 (rgba 5650), depth: 24, stencil: 0, acc: 0000, samples: 6/1
display  D   display_settings.c:398  _al_score_display_settings       [   0.19992] Single Buffer requirement not met.
display  D   display_settings.c:212  debug_display_settings           [   0.19995] color: 16 (rgba 5650), depth: 24, stencil: 0, acc: 0000, samples: 7/1
display  D   display_settings.c:398  _al_score_display_settings       [   0.19999] Single Buffer requirement not met.
display  D   display_settings.c:212  debug_display_settings           [   0.20001] color: 16 (rgba 5650), depth: 24, stencil: 0, acc: 0000, samples: 8/1
display  D   display_settings.c:398  _al_score_display_settings       [   0.20004] Single Buffer requirement not met.
display  D   display_settings.c:212  debug_display_settings           [   0.20006] color: 16 (rgba 5650), depth: 16, stencil: 0, acc: 0000, samples: 0/0
display  D   display_settings.c:398  _al_score_display_settings       [   0.20010] Single Buffer requirement not met.
display  D   display_settings.c:212  debug_display_settings           [   0.20012] color: 16 (rgba 5650), depth: 16, stencil: 0, acc: 0000, samples: 0/0
display  D   display_settings.c:398  _al_score_display_settings       [   0.20015] Single Buffer requirement not met.
display  D   display_settings.c:212  debug_display_settings           [   0.20017] color: 16 (rgba 5650), depth: 16, stencil: 0, acc: 0000, samples: 2/1
display  D   display_settings.c:398  _al_score_display_settings       [   0.20020] Single Buffer requirement not met.
display  D   display_settings.c:212  debug_display_settings           [   0.20023] color: 16 (rgba 5650), depth: 16, stencil: 0, acc: 0000, samples: 3/1
display  D   display_settings.c:398  _al_score_display_settings       [   0.20026] Single Buffer requirement not met.
display  D   display_settings.c:212  debug_display_settings           [   0.20028] color: 16 (rgba 5650), depth: 16, stencil: 0, acc: 0000, samples: 4/1
display  D   display_settings.c:398  _al_score_display_settings       [   0.20031] Single Buffer requirement not met.
display  D   display_settings.c:212  debug_display_settings           [   0.20034] color: 16 (rgba 5650), depth: 16, stencil: 0, acc: 0000, samples: 5/1
display  D   display_settings.c:398  _al_score_display_settings       [   0.20037] Single Buffer requirement not met.
display  D   display_settings.c:212  debug_display_settings           [   0.20039] color: 16 (rgba 5650), depth: 16, stencil: 0, acc: 0000, samples: 6/1
display  D   display_settings.c:398  _al_score_display_settings       [   0.20042] Single Buffer requirement not met.
display  D   display_settings.c:212  debug_display_settings           [   0.20044] color: 16 (rgba 5650), depth: 16, stencil: 0, acc: 0000, samples: 7/1
display  D   display_settings.c:398  _al_score_display_settings       [   0.20047] Single Buffer requirement not met.
display  D   display_settings.c:212  debug_display_settings           [   0.20050] color: 16 (rgba 5650), depth: 16, stencil: 0, acc: 0000, samples: 8/1
display  D   display_settings.c:398  _al_score_display_settings       [   0.20053] Single Buffer requirement not met.
d3d      D         d3d_disp.cpp:1669 d3d_create_display_internals     [   0.20062] Trying format 0.
d3d      I         d3d_disp.cpp:1344 d3d_display_thread_proc          [   0.20151] Chose a display format: 23
d3d      I         d3d_disp.cpp:1413 d3d_display_thread_proc          [   0.20156] Normal window.
d3d      I         d3d_disp.cpp:781  d3d_create_device                [   0.21153] Using no depth stencil buffer
d3d      D         d3d_disp.cpp:839  d3d_create_device                [   0.28618] BeginScene succeeded in create_device
d3d      D         d3d_disp.cpp:847  d3d_create_device                [   0.28624] Success
d3d      D         d3d_disp.cpp:1692 d3d_create_display_internals     [   0.28629] Resumed after wait.
d3d      I         d3d_disp.cpp:1725 d3d_create_display_internals     [   0.28642] Format 0 succeeded.
d3d      D         d3d_disp.cpp:1756 d3d_create_display_internals     [   0.28647] Returning d3d_display: 027398C0
d3d      D         d3d_disp.cpp:1781 d3d_create_display_locked        [   0.28650] al_display=027398C0
d3d      D         d3d_disp.cpp:1782 d3d_create_display_locked        [   0.28653] al_display->vt=005453C8
system   D            wsystem.c:674  maybe_parent_dir                 [   0.28678] Also searching J:\Sudoku\
system   D            wsystem.c:724  _al_win_safe_load_library        [   0.28967] PathFindOnPath found: C:\Windows\system32\d3dx9_43.dll
system   D            wsystem.c:635  load_library_at_path             [   0.28971] Calling LoadLibrary C:\Windows\system32\d3dx9_43.dll
system   I            wsystem.c:638  load_library_at_path             [   0.29580] Loaded C:\Windows\system32\d3dx9_43.dll
d3dx9    I        d3d_d3dx9.cpp:88   _imp_load_d3dx9_module_version   [   0.29587] Module "d3dx9_43.dll" loaded.
dtor     D               dtor.c:184  _al_register_destructor          [   0.29746] added dtor for object 02B009A0, func 0FF0172B
dtor     D               dtor.c:184  _al_register_destructor          [   0.29751] added dtor for object 02B8C028, func 0FF0234C
stdio    D         file_stdio.c:105  file_stdio_fopen                 [   0.29755] opening Resources/Images/Sud_img.jpg rb
d3d      D         d3d_disp.cpp:1188 real_choose_bitmap_format        [   0.30115] Fake format
d3d      D         d3d_disp.cpp:1188 real_choose_bitmap_format        [   0.30118] Fake format
d3d      D         d3d_disp.cpp:1188 real_choose_bitmap_format        [   0.30120] Fake format
d3d      D         d3d_disp.cpp:1188 real_choose_bitmap_format        [   0.30123] Fake format
d3d      D         d3d_disp.cpp:1188 real_choose_bitmap_format        [   0.30125] Fake format
d3d      D         d3d_disp.cpp:1188 real_choose_bitmap_format        [   0.30127] Fake format
d3d      D         d3d_disp.cpp:1188 real_choose_bitmap_format        [   0.30129] Fake format
d3d      D         d3d_disp.cpp:1188 real_choose_bitmap_format        [   0.30132] Fake format
d3d      D         d3d_disp.cpp:1188 real_choose_bitmap_format        [   0.30134] Fake format
d3d      D         d3d_disp.cpp:1196 real_choose_bitmap_format        [   0.30136] Alpha doesn't match
d3d      D         d3d_disp.cpp:1203 real_choose_bitmap_format        [   0.30138] Adapter format is 23
d3d      D         d3d_disp.cpp:1206 real_choose_bitmap_format        [   0.30140] Found a format
d3d      I         d3d_disp.cpp:2380 d3d_create_bitmap                [   0.30143] Chose bitmap format 9
dtor     D               dtor.c:184  _al_register_destructor          [   0.30429] added dtor for object 02B9CDB0, func 0FF021F8
d3d      D          d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [   0.31183] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [   0.31188] _al_d3d_sync_bitmap (video) ref count == 1
stdio    D         file_stdio.c:105  file_stdio_fopen                 [   0.34130] opening Resources/Fonts/AdobeFanHeitiStd-Bold.otf rb
font     D                ttf.c:847  al_load_ttf_font_stretch_f       [   0.34548] Font Resources/Fonts/AdobeFanHeitiStd-Bold.otf loaded with pixel size 0 x 75.
font     D                ttf.c:849  al_load_ttf_font_stretch_f       [   0.34552]     ascent=66.0, descent=-9.0, height=150.0
dtor     D               dtor.c:184  _al_register_destructor          [   0.34555] added dtor for object 02B04FB0, func 0F521055
stdio    D         file_stdio.c:105  file_stdio_fopen                 [   0.34558] opening Resources/Fonts/AdobeFanHeitiStd-Bold.otf rb
font     D                ttf.c:847  al_load_ttf_font_stretch_f       [   0.34951] Font Resources/Fonts/AdobeFanHeitiStd-Bold.otf loaded with pixel size 0 x 18.
font     D                ttf.c:849  al_load_ttf_font_stretch_f       [   0.34964]     ascent=16.0, descent=-3.0, height=36.0
dtor     D               dtor.c:184  _al_register_destructor          [   0.34967] added dtor for object 02B04EB0, func 0F521055
stdio    D         file_stdio.c:105  file_stdio_fopen                 [   0.34970] opening Resources/Fonts/HARLOWSI.ttf rb
font     D                ttf.c:847  al_load_ttf_font_stretch_f       [   0.35214] Font Resources/Fonts/HARLOWSI.ttf loaded with pixel size 0 x 100.
font     D                ttf.c:849  al_load_ttf_font_stretch_f       [   0.35218]     ascent=87.0, descent=-39.0, height=126.0
dtor     D               dtor.c:184  _al_register_destructor          [   0.35221] added dtor for object 02B050B0, func 0F521055
stdio    D         file_stdio.c:105  file_stdio_fopen                 [   0.35224] opening Resources/Fonts/comicz.ttf rb
font     D                ttf.c:847  al_load_ttf_font_stretch_f       [   0.35472] Font Resources/Fonts/comicz.ttf loaded with pixel size 0 x 50.
font     D                ttf.c:849  al_load_ttf_font_stretch_f       [   0.35476]     ascent=55.0, descent=-15.0, height=70.0
dtor     D               dtor.c:184  _al_register_destructor          [   0.35479] added dtor for object 02B05130, func 0F521055
d3d      D         d3d_disp.cpp:1188 real_choose_bitmap_format        [   0.36277] Fake format
d3d      D         d3d_disp.cpp:1188 real_choose_bitmap_format        [   0.36281] Fake format
d3d      D         d3d_disp.cpp:1188 real_choose_bitmap_format        [   0.36284] Fake format
d3d      D         d3d_disp.cpp:1188 real_choose_bitmap_format        [   0.36310] Fake format
d3d      D         d3d_disp.cpp:1188 real_choose_bitmap_format        [   0.36316] Fake format
d3d      D         d3d_disp.cpp:1188 real_choose_bitmap_format        [   0.36318] Fake format
d3d      D         d3d_disp.cpp:1188 real_choose_bitmap_format        [   0.36320] Fake format
d3d      D         d3d_disp.cpp:1188 real_choose_bitmap_format        [   0.36322] Fake format
d3d      D         d3d_disp.cpp:1188 real_choose_bitmap_format        [   0.36325] Fake format
d3d      D         d3d_disp.cpp:1196 real_choose_bitmap_format        [   0.36327] Alpha doesn't match
d3d      D         d3d_disp.cpp:1203 real_choose_bitmap_format        [   0.36329] Adapter format is 23
d3d      D         d3d_disp.cpp:1206 real_choose_bitmap_format        [   0.36331] Found a format
d3d      I         d3d_disp.cpp:2380 d3d_create_bitmap                [   0.36334] Chose bitmap format 9
font     D                ttf.c:225  alloc_glyph_region               [   0.36481] Glyph 22: 11x16 (12x16)
d3d      D          d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [   0.36533] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [   0.36537] _al_d3d_sync_bitmap (video) ref count == 1
dtor     D               dtor.c:184  _al_register_destructor          [   0.36833] added dtor for object 04B86D18, func 0FF0234C
d3d      D         d3d_disp.cpp:1188 real_choose_bitmap_format        [   0.40236] Fake format
d3d      D         d3d_disp.cpp:1188 real_choose_bitmap_format        [   0.40240] Fake format
d3d      D         d3d_disp.cpp:1188 real_choose_bitmap_format        [   0.40242] Fake format
d3d      D         d3d_disp.cpp:1188 real_choose_bitmap_format        [   0.40244] Fake format
d3d      D         d3d_disp.cpp:1188 real_choose_bitmap_format        [   0.40247] Fake format
d3d      D         d3d_disp.cpp:1188 real_choose_bitmap_format        [   0.40249] Fake format
d3d      D         d3d_disp.cpp:1188 real_choose_bitmap_format        [   0.40251] Fake format
d3d      D         d3d_disp.cpp:1188 real_choose_bitmap_format        [   0.40253] Fake format
d3d      D         d3d_disp.cpp:1188 real_choose_bitmap_format        [   0.40255] Fake format
d3d      D         d3d_disp.cpp:1196 real_choose_bitmap_format        [   0.40257] Alpha doesn't match
d3d      D         d3d_disp.cpp:1203 real_choose_bitmap_format        [   0.40260] Adapter format is 23
d3d      D         d3d_disp.cpp:1206 real_choose_bitmap_format        [   0.40262] Found a format
d3d      I         d3d_disp.cpp:2380 d3d_create_bitmap                [   0.40264] Chose bitmap format 9
font     D                ttf.c:225  alloc_glyph_region               [   0.41164] Glyph 58: 128x71 (128x72)
d3d      D          d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [   0.43451] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [   0.43456] _al_d3d_sync_bitmap (video) ref count == 1
font     D                ttf.c:225  alloc_glyph_region               [   0.46380] Glyph 72: 39x39 (40x40)
d3d      D          d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [   0.46892] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [   0.46896] _al_d3d_sync_bitmap (video) ref count == 1
font     D                ttf.c:225  alloc_glyph_region               [   0.49290] Glyph 79: 36x69 (36x72)
d3d      D          d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [   0.49820] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [   0.49825] _al_d3d_sync_bitmap (video) ref count == 1
font     D                ttf.c:225  alloc_glyph_region               [   0.52494] Glyph 70: 38x39 (40x40)
d3d      D          d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [   0.52983] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [   0.52988] _al_d3d_sync_bitmap (video) ref count == 1
font     D                ttf.c:225  alloc_glyph_region               [   0.55565] Glyph 82: 40x39 (40x40)
d3d      D          d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [   0.56143] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [   0.56148] _al_d3d_sync_bitmap (video) ref count == 1
font     D                ttf.c:225  alloc_glyph_region               [   0.58817] Glyph 80: 73x39 (76x40)
d3d      D          d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [   0.59417] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [   0.59423] _al_d3d_sync_bitmap (video) ref count == 1
font     D                ttf.c:225  alloc_glyph_region               [   0.62496] Glyph 4: 32x66 (32x68)
d3d      D          d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [   0.63067] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [   0.63071] _al_d3d_sync_bitmap (video) ref count == 1
d3d      D         d3d_disp.cpp:1188 real_choose_bitmap_format        [   0.65480] Fake format
d3d      D         d3d_disp.cpp:1188 real_choose_bitmap_format        [   0.65484] Fake format
d3d      D         d3d_disp.cpp:1188 real_choose_bitmap_format        [   0.65486] Fake format
d3d      D         d3d_disp.cpp:1188 real_choose_bitmap_format        [   0.65489] Fake format
d3d      D         d3d_disp.cpp:1188 real_choose_bitmap_format        [   0.65491] Fake format
d3d      D         d3d_disp.cpp:1188 real_choose_bitmap_format        [   0.65493] Fake format
d3d      D         d3d_disp.cpp:1188 real_choose_bitmap_format        [   0.65495] Fake format
d3d      D         d3d_disp.cpp:1188 real_choose_bitmap_format        [   0.65497] Fake format
d3d      D         d3d_disp.cpp:1188 real_choose_bitmap_format        [   0.65499] Fake format
d3d      D         d3d_disp.cpp:1196 real_choose_bitmap_format        [   0.65502] Alpha doesn't match
d3d      D         d3d_disp.cpp:1203 real_choose_bitmap_format        [   0.65505] Adapter format is 23
d3d      D         d3d_disp.cpp:1206 real_choose_bitmap_format        [   0.65507] Found a format
d3d      I         d3d_disp.cpp:2380 d3d_create_bitmap                [   0.65510] Chose bitmap format 9
font     D                ttf.c:225  alloc_glyph_region               [   0.66266] Glyph 53: 33x38 (36x40)
d3d      D          d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [   0.66918] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [   0.66923] _al_d3d_sync_bitmap (video) ref count == 1
font     D                ttf.c:225  alloc_glyph_region               [   0.68125] Glyph 72: 29x28 (32x28)
d3d      D          d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [   0.68252] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [   0.68256] _al_d3d_sync_bitmap (video) ref count == 1
font     D                ttf.c:225  alloc_glyph_region               [   0.68962] Glyph 86: 27x28 (28x28)
d3d      D          d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [   0.69088] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [   0.69093] _al_d3d_sync_bitmap (video) ref count == 1
font     D                ttf.c:225  alloc_glyph_region               [   0.69809] Glyph 88: 27x28 (28x28)
d3d      D          d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [   0.69934] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [   0.69938] _al_d3d_sync_bitmap (video) ref count == 1
font     D                ttf.c:225  alloc_glyph_region               [   0.70625] Glyph 80: 39x32 (40x32)
d3d      D          d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [   0.70742] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [   0.70746] _al_d3d_sync_bitmap (video) ref count == 1
font     D                ttf.c:415  cache_glyph                      [   0.71475] Glyph 3 has zero size.
font     D                ttf.c:225  alloc_glyph_region               [   0.71486] Glyph 42: 37x43 (40x44)
d3d      D          d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [   0.71625] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [   0.71629] _al_d3d_sync_bitmap (video) ref count == 1
font     D                ttf.c:225  alloc_glyph_region               [   0.72328] Glyph 68: 28x28 (28x28)
d3d      D          d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [   0.72448] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [   0.72452] _al_d3d_sync_bitmap (video) ref count == 1
font     D                ttf.c:225  alloc_glyph_region               [   0.73065] Glyph 49: 44x43 (44x44)
d3d      D          d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [   0.73187] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [   0.73191] _al_d3d_sync_bitmap (video) ref count == 1
font     D                ttf.c:225  alloc_glyph_region               [   0.73873] Glyph 90: 36x28 (36x28)
d3d      D          d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [   0.74025] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [   0.74031] _al_d3d_sync_bitmap (video) ref count == 1
font     D                ttf.c:225  alloc_glyph_region               [   0.74753] Glyph 40: 35x43 (36x44)
d3d      D          d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [   0.74876] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [   0.74880] _al_d3d_sync_bitmap (video) ref count == 1
font     D                ttf.c:225  alloc_glyph_region               [   0.75578] Glyph 91: 35x28 (36x28)
d3d      D          d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [   0.75693] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [   0.75698] _al_d3d_sync_bitmap (video) ref count == 1
font     D                ttf.c:225  alloc_glyph_region               [   0.76391] Glyph 76: 17x39 (20x40)
d3d      D          d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [   0.76511] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [   0.76515] _al_d3d_sync_bitmap (video) ref count == 1
font     D                ttf.c:225  alloc_glyph_region               [   0.77207] Glyph 87: 23x36 (24x36)
d3d      D          d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [   0.77338] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [   0.77342] _al_d3d_sync_bitmap (video) ref count == 1
d3d      D          d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [   0.78392] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [   0.78426] _al_d3d_sync_bitmap (video) ref count == 1
d3d      D          d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [   0.79045] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [   0.79052] _al_d3d_sync_bitmap (video) ref count == 1
d3d      D          d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [   0.79103] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [   0.79107] _al_d3d_sync_bitmap (video) ref count == 1
d3d      D          d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [   0.81625] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [   0.81632] _al_d3d_sync_bitmap (video) ref count == 1
font     D                ttf.c:225  alloc_glyph_region               [   2.24004] Glyph 47: 99x107 (100x108)
d3d      D          d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [   2.24022] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [   2.24033] _al_d3d_sync_bitmap (video) ref count == 1
font     D                ttf.c:225  alloc_glyph_region               [   2.28012] Glyph 89: 38x39 (40x40)
d3d      D          d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [   2.29941] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [   2.29948] _al_d3d_sync_bitmap (video) ref count == 1
font     D                ttf.c:225  alloc_glyph_region               [   2.32708] Glyph 37: 31x41 (32x44)
d3d      D          d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [   2.32715] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [   2.32718] _al_d3d_sync_bitmap (video) ref count == 1
font     D                ttf.c:225  alloc_glyph_region               [   2.34315] Glyph 70: 28x28 (28x28)
d3d      D          d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [   2.34435] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [   2.34439] _al_d3d_sync_bitmap (video) ref count == 1
font     D                ttf.c:225  alloc_glyph_region               [   2.35040] Glyph 92: 30x41 (32x44)
d3d      D          d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [   2.35159] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [   2.35164] _al_d3d_sync_bitmap (video) ref count == 1
